"","V1","V2","V3","V4","V5","V6","value"
"14827","Montipora_capitata_HIv3___Scaffold_5_375083","Montipora_capitata_HIv3___RNAseq.g8250.t1b",155,-20.53,"68.00%","72.00%",-0.773601870853309
"15461","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___TS.g27891.t1",159,-21.13,"71.43%","76.19%",-0.803499007855111
"17011","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g49219.t1",156,-21.16,"68.42%","73.68%",-0.78819855453096
"17274","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g15955.t1",156,-23.41,"76.47%","82.35%",-0.749110905682247
"17545","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___TS.g34296.t1",155,-21.93,"81.25%","81.25%",-0.778160697663557
"17764","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g30428.t1",167,-24.13,"72.22%","88.89%",-0.764588959368172
"17799","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g35178.t1",152,-20.97,"68.42%","78.95%",-0.857341674612577
"17844","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g39635.t1",148,-21.32,"57.89%","73.68%",-0.940793100065134
"24618","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g45311.t1",142,-20.86,"77.78%","100.00%",-0.8903570182933
"24736","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g7942.t1",164,-23.25,"73.68%","78.95%",-0.905153840747262
"24863","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g35040.t1",161,-26.58,"75.00%","87.50%",-0.795331451400048
"25321","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g30963.t1",154,-21.57,"76.47%","88.24%",-0.785589209189198
"25333","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g33964.t1",182,-32.26,"94.12%","94.12%",-0.929289814865671
"25386","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g5014.t1",154,-21.57,"76.47%","88.24%",-0.86371093683862
"868","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g14192.t1",150,-20.33,"61.90%","66.67%",-0.822825409078443
"1543","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g21376.t1",160,-27.45,"75.00%","85.00%",-0.770305776596435
"1796","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g38984.t1",156,-23.41,"72.22%","83.33%",-0.744913176402766
"2084","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g3178.t1",145,-21.8,"100.00%","100.00%",-0.901691347791155
"2798","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g21376.t1",160,-27.45,"75.00%","85.00%",-0.770305776596435
"3051","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g38984.t1",156,-23.41,"72.22%","83.33%",-0.744913176402766
"3339","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g3178.t1",145,-21.8,"100.00%","100.00%",-0.901691347791155
"6064","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g41564.t1",168,-22.21,"73.68%","84.21%",-0.797135811540541
"7303","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___RNAseq.g38846.t1b",157,-25.25,"70.00%","70.00%",-0.73062852290841
"8637","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g21376.t1",160,-27.45,"75.00%","85.00%",-0.770305776596435
"8890","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g38984.t1",156,-23.41,"72.22%","83.33%",-0.744913176402766
"9178","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g3178.t1",145,-21.8,"100.00%","100.00%",-0.901691347791155
"9393","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g2808.t1",157,-20.8,"61.54%","76.92%",-0.877403587955509
"9394","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g2808.t1",157,-20.8,"61.54%","76.92%",-0.877403587955509
"9958","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g37532.t1",153,-25.65,"59.09%","77.27%",-0.878540814821971
"12268","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g39807.t1",161,-23.97,"77.27%","77.27%",-0.909761102830495
"13108","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___TS.g6600.t1",164,-24.89,"68.42%","84.21%",-0.882999280281753
"14397","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g21165.t1",157,-24.12,"68.75%","87.50%",-0.722187928651214
"14814","Montipora_capitata_HIv3___Scaffold_5_375083","Montipora_capitata_HIv3___RNAseq.g50242.t1",144,-21.86,"65.00%","75.00%",-0.710268392344941
"15135","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g30433.t1",155,-21.89,"68.18%","77.27%",-0.948113732678176
"16164","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g34209.t1",151,-21.83,"65.00%","75.00%",-0.867039513533563
"16306","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g47355.t1",150,-22.9,"100.00%","100.00%",-0.716210507661717
"17209","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___TS.g48235.t1",160,-23.41,"66.67%","80.95%",-0.845799594301208
"17530","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___TS.g26734.t2",151,-21.91,"70.00%","70.00%",-0.928392135795222
"19601","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g19174.t1",163,-20.47,"68.00%","80.00%",-0.789987119962246
"19669","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g25599.t1",166,-24.05,"75.00%","85.00%",-0.796044720203406
"19818","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g403.t1",163,-24.14,"65.00%","90.00%",-0.848848228673116
"24248","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g18916.t1",161,-26.61,"69.57%","73.91%",-0.724094911323756
"24388","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g29717.t1",163,-27.67,"73.91%","78.26%",-0.729046397423172
"24503","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g37848.t1",152,-20.23,"70.59%","82.35%",-0.715383112728885
"24726","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g6963.t1",140,-21.31,"100.00%","100.00%",-0.922914544524652
"24753","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g9179.t1",143,-20.67,"60.87%","69.57%",-0.886593622528725
"24827","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g25873.t1",156,-27.06,"60.87%","78.26%",-0.890117980025344
"24858","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g33925.t1",148,-23.56,"57.89%","73.68%",-0.850696300181145
